Absit|Absit_system|NULL|-3253.1|-14034.2|I19|Tunka_sector|Outer_Rim_Territories|3|1
Ac'fren|Ac'fren_system|Not in SWGalaxyMap|NULL|NULL|T9|Calaron_sector|Outer_Rim_Territories|0|1
Achillea|Achillea_system|SWGalaxyMap puts this system at (908.415, -5421.645).|263|-5325.42|L13|Tapani_sector|Colonies|0|1
Adamastor|Adamastor_system|NULL|679.85|163.01|L9|NULL|Core_Worlds|4|1
Adana|Adana_system|NULL|637.5|-674.42|L10|NULL|Deep_Core|4|1
Adari|Adari_system|NULL|2547.07|1169.74|M9|Adari_sector|Inner_Rim|3|1
Adarlon|Adarlon_system|NULL|2439.61|-15838.5|M20|Minos_Cluster|Outer_Rim_Territories|3|1
Adega|Adega_system|NULL|10492.6|4785.04|R6|Auril_sector|Outer_Rim_Territories|2|1
Adikaria|Adikaria_system|Not in SWGalaxyMap|NULL|NULL|K12|NULL|Core_Worlds|0|1
Adim|Adim_system|Not in SWGalaxyMap|NULL|NULL|M9|Adari_sector|Inner_Rim|0|1
Adin|Adin_system|NULL|2326.5|3231.21|M9|Lostar_sector|Expansion_Region|3|1
Adner|Adner_system|NULL|3098.73|-9182.6|N16|Yataga_sector|Expansion_Region|4|1
Adoris|Adoris_system|NULL|550.93|-11890.4|L17|Senex_sector|Mid_Rim|5|1
Adras|Adras_system|Not in SWGalaxyMap|NULL|NULL|M17|Seswenna_sector|Outer_Rim_Territories|0|1
Aduba|Aduba_system|NULL|14008.6|-1724.12|U11|Bheriz_sector|Outer_Rim_Territories|2|1
Aefao|Aefao_system|NULL|3636.32|6132.17|N5|Corosi_sector|Outer_Rim_Territories|3|1
Aeneid|Aeneid_system|NULL|12684.6|-295.54|T10|Kessel_sector|Outer_Rim_Territories|4|1
Aesolian|Aesolian_system|NULL|-4024.71|-7927.29|I15|NULL|Wild_Space|4|1
Aestilan|Aestilan_system|Not in SWGalaxyMap|NULL|NULL|P7|Demetras_sector|Outer_Rim_Territories|0|1
Aeten|Aeten_system|NULL|-2537.47|5804.4|J6|NULL|Wild_Space|2|1
Affa|Affa_system|NULL|2295.88|-5879.05|M13|NULL|Inner_Rim|4|1
Affavan|Affavan_system|NULL|11010.2|-3886.74|S12|NULL|Hutt_Space|3|1
Agash|Agash_system|Not in SWGalaxyMap|NULL|NULL|K15|Great_Agash_sector|Expansion_Region|0|1
Agomar|Agomar_system|Not in SWGalaxyMap|NULL|NULL|M18|Seswenna_sector|Outer_Rim_Territories|0|1
Agon|Agon_system|NULL|12217.5|3689.23|T7|Ash_Worlds|Outer_Rim_Territories|4|1
Agora|Agora_system|NULL|2266.43|2266.43|M19|Sluis_sector|Outer_Rim_Territories|4|1
Agridorn|Agridorn_system|NULL|3703.17|-3322.8|N12|NULL|Colonies|4|1
Agriworld-2079|Agriworld-2079_system|NULL|1459.22|4272.15|L7|M'shinni_sector|Mid_Rim|3|1
Aguarl|Aguarl_system|NULL|4025.64|-7796.87|N15|Mbandamonte_sector|Expansion_Region|3|1
Ahakista|Ahakista_system|NULL|-458.24|9225.62|K3|Myto_sector|Outer_Rim_Territories|4|1
Ahch-To|Ahch-To_system|NULL|-9774.08|-5568.54|E13|NULL|Unknown_Regions|1|0
Aida|Aida_system|NULL|8188.82|-5032.05|Q13|Aida_sector|Mid_Rim|3|1
Aikhibba|Aikhibba_system|NULL|7070.33|-5914.97|P13|Fei_Hu_sector|Mid_Rim|3|1
Ailon|Ailon_system|NULL|3881.86|-3652.6|N12|NULL|Inner_Rim|2|1
Aiquin|Aiquin_system|Not in SWGalaxyMap|NULL|NULL|L20|Airam_sector|Outer_Rim_Territories|0|1
Ajan Kloss|Ajan_Kloss_system|System name is not confirmed by any source. Ajan Kloss is the name of the inhabited moon in the system.|1132.14|6083.45|L5|Cademimu_sector|Outer_Rim_Territories|1|0
Akrit'tar|Akrit'tar_system|NULL|13357.1|1007.39|T9|Calaron_sector|Outer_Rim_Territories|2|1
Akuria|Akuria_system|NULL|2016.7|7323.89|M5|Oplovis_sector|Outer_Rim_Territories|2|1
Al'Har|Al'Har_system|NULL|2693.7|-10608.5|M17|Dustig_sector|Mid_Rim|4|1
Alabash|Alabash_system|NULL|-1093.31|1121.09|K9|Fakir_sector|Colonies|4|1
Alagon|Alagon_system|Not in SWGalaxyMap|NULL|NULL|Q7|Tennuutta_sector|Mid_Rim|0|1
Alarevi|Alarevi_system|Not in SWGalaxyMap|NULL|NULL|S17|Gaulus_sector|Outer_Rim_Territories|0|1
Alashan|Alashan_system|NULL|-2162.19|6330.73|J5|NULL|Wild_Space|3|1
Alaspin|Alaspin_system|Not in SWGalaxyMap|NULL|NULL|S8|Suolriep_sector|Outer_Rim_Territories|0|1
Alassa Major|Alassa_Major_system|NULL|5057.13|-9724.94|O16|Vilonis_sector|Mid_Rim|4|1
Alba|Alba_system|NULL|5826.54|4654.43|O6|Belsmuth_sector|Outer_Rim_Territories|4|1
Albarrio|Albarrio_system|NULL|-467.3|7463.28|K5|Albarrio_sector|Outer_Rim_Territories|4|1
Albecus|Albecus_system|NULL|573.15|609.65|L9|NULL|Core_Worlds|4|1
Albrae-Don|Albrae-Don_system|NULL|172.16|-5928.92|L13|Sern_sector|Colonies|3|1
Alchenaut|Alchenaut_system|Not in SWGalaxyMap|NULL|NULL|L16|Alchenaut_sector|Expansion_Region|0|1
Alderaan|Alderaan_system|NULL|1942.44|-89.52|M10|Alderaan_sector|Core_Worlds|1|1
Alderath|Alderath_system|SWGalaxyMap puts this system at (767.865, 4390.29). Wookieepedia says it's on the Celanon Spur, so I think my coords are more accurate.|1126.88|4249.96|L7|Alderath_sector|Mid_Rim|3|1
Alderbathe|Alderbathe_system|Not in SWGalaxyMap|NULL|NULL|J6|Churnis_sector|Mid_Rim|0|1
Aldereen|Aldereen_system|NULL|2430.26|-6764.88|M14|NULL|Inner_Rim|4|1
Aldin|Aldin_system|Not in SWGalaxyMap|NULL|NULL|J17|Aldino_sector|Mid_Rim|0|1
Aldivy|Aldivy_system|NULL|7828.32|7778.72|Q4|Illisurevimurasi_sector|Outer_Rim_Territories|3|1
Aldo Spachian|Aldo_Spachian_system|Not in SWGalaxyMap|NULL|NULL|S7|Jospro_sector|Outer_Rim_Territories|0|1
Aldraig|Aldraig_system|NULL|1572.1|-298|M10|NULL|Core_Worlds|3|1
Alee|Alee_system|NULL|10265.7|418.1|R9|NULL|Hutt_Space|3|1
Aleen Minor|Aleen_Minor_system|NULL|2541.71|-5659.44|M13|NULL|Inner_Rim|4|1
Aleen|Aleen_system|NULL|568.76|3489.3|L7|Bright_Jewel_sector|Mid_Rim|3|1
Aleron|Aleron_system|SWGalaxyMap puts this system at (956.7, -341.952).|296.74|-5359.15|L13|Tapani_sector|Colonies|0|1
Alfestril|Alfestril_system|Not in SWGalaxyMap|NULL|NULL|N12|NULL|Inner_Rim|0|1
Algara|Algara_system|SWGalaxyMap puts these coords in the Corweillian sector.|7232.34|-8695.33|P15|Lambda_sector|Mid_Rim|3|1
Algarian|Algarian_system|NULL|8704.71|-8912.13|Q15|Dufilvian_sector|Mid_Rim|3|1
Algarra|Algarra_system|Not in SWGalaxyMap|NULL|NULL|P6|Thrasybule_sector|Outer_Rim_Territories|0|1
Algnadesh|Algnadesh_system|NULL|5150.07|814.29|O9|Hapes_Cluster|Inner_Rim|7|1
Algor|Algor_system|NULL|11876.2|4961.08|S6|Cronese_Mandate|Outer_Rim_Territories|4|1
Algunnis|Algunnis_system|Not in SWGalaxyMap|NULL|NULL|Q10|Trax_sector|Mid_Rim|0|1
Alion|Alion_system|Not in SWGalaxyMap|NULL|NULL|L14|NULL|Inner_Rim|0|1
Alis Point|Alis_Point_system|NULL|4042.7|-12860.8|N18|Tamarin_sector|Outer_Rim_Territories|3|1
Alisandor|Alisandor_system|SWGalaxyMap puts this system at (1191.525, -5860.2).|432.54|-5594.44|L13|Tapani_sector|Colonies|0|1
Alk'Lellish|Alk'Lellish_system|Not in SWGalaxyMap|NULL|NULL|N7|Sumitra_sector|Expansion_Region|0|1
Alland|Alland_system|NULL|-689.5|-215.95|K10|NULL|Core_Worlds|3|1
Allandor|Allandor_system|Not in SWGalaxyMap|437.76|-5401.19|L13|Tapani_sector|Colonies|0|1
Allanteen|Allanteen_system|NULL|4786.71|-6141.04|O14|Tynna_sector|Expansion_Region|2|1
Alliga|Alliga_system|Not in SWGalaxyMap|NULL|NULL|S7|Phelleem_sector|Outer_Rim_Territories|0|1
Alluuvian|Alluuvian_system|Not in SWGalaxyMap|NULL|NULL|M19|Elrood_sector|Outer_Rim_Territories|0|1
Allyuen|Allyuen_system|NULL|-1165.87|-12860.9|K18|Anoat_sector|Outer_Rim_Territories|4|1
Almak|Almak_system|Not in SWGalaxyMap|NULL|NULL|J17|Almak_sector|Mid_Rim|0|1
Almakar|Almakar_system|Not in SWGalaxyMap|NULL|NULL|N9|NULL|Inner_Rim|0|1
Almanian|Almanian_system|NULL|10756.8|7416.45|S5|Mortex_sector|Outer_Rim_Territories|2|1
Almar|Almar_system|Not in SWGalaxyMap|NULL|NULL|M19|Sluis_sector|Outer_Rim_Territories|0|1
Almaran|Almaran_system|Not in SWGalaxyMap|NULL|NULL|M19|Elrood_sector|Outer_Rim_Territories|0|1
Almera|Almera_system|Not in SWGalaxyMap|NULL|NULL|M8|NULL|Inner_Rim|0|1
Aloxor|Aloxor_system|Not in SWGalaxyMap|NULL|NULL|R11|Esaga_sector|Mid_Rim|0|1
Alphoresis|Alphoresis_system|Not in SWGalaxyMap|3034|-11337.1|N17|Grumani_sector|Outer_Rim_Territories|0|1
Alsakan|Alsakan_system|NULL|258.31|163.75|L9|Alsaka_sector|Core_Worlds|3|1
Altair|Altair_system|Not in SWGalaxyMap|NULL|NULL|P6|Thrasybule_sector|Outer_Rim_Territories|0|1
Altarrn|Altarrn_system|NULL|-1623.27|3655.74|J7|Glythe_sector|Mid_Rim|3|1
Altawar|Altawar_system|Not in SWGalaxyMap|2375.94|-2767.74|M11|Corellian_sector|Core_Worlds|0|1
Althir|Althir_system|NULL|7421.33|4612.13|P6|Rolion_sector|Outer_Rim_Territories|3|1
Altier|Altier_system|NULL|5247.32|-5257.93|O13|Altier_sector|Expansion_Region|3|1
Altikar|Altikar_system|Not in SWGalaxyMap|NULL|NULL|O18|Toblain_sector|Outer_Rim_Territories|0|1
Altora|Altora_system|Not in SWGalaxyMap|NULL|NULL|L3|Dalonbian_sector|Outer_Rim_Territories|0|1
Altratonne|Altratonne_system|NULL|11574|3953.28|S7|Ash_Worlds|Outer_Rim_Territories|4|1
Altunna|Altunna_system|Not in SWGalaxyMap|NULL|NULL|K5|Cassander_sector|Outer_Rim_Territories|0|1
Altyr|Altyr_system|NULL|5200.1|7305.3|O5|Morshdine_sector|Outer_Rim_Territories|3|1
Alui|Alui_system|NULL|4625.9|-10911|O17|Alui_sector|Mid_Rim|3|1
Alurion|Alurion_system|Not in SWGalaxyMap|NULL|NULL|L4|Raioballo_sector|Outer_Rim_Territories|0|1
Alvorine|Alvorine_system|Not in SWGalaxyMap|NULL|NULL|S14|Yminis_sector|Outer_Rim_Territories|0|1
Alzar|Alzar_system|Not in SWGalaxyMap|NULL|NULL|R6|Thanium_sector|Outer_Rim_Territories|0|1
Alzoc|Alzoc_system|NULL|6656.2|-14150.4|P19|Sujimis_sector|Outer_Rim_Territories|2|1
Amaltanna|Amaltanna_system|Not in SWGalaxyMap|NULL|NULL|N4|Kanz_sector|Outer_Rim_Territories|0|1
Amar|Amar_system|Not in SWGalaxyMap|NULL|NULL|O10|Airon_sector|Inner_Rim|0|1
Amarin|Amarin_system|NULL|11060.6|5762.56|S6|Allied_Tion_sector|Outer_Rim_Territories|4|1
Ambria|Ambria_system|NULL|5560.62|-213.3|O10|Airon_sector|Inner_Rim|2|1
Amfar|Amfar_system|Not in SWGalaxyMap|NULL|NULL|O8|NULL|Inner_Rim|0|1
Amorphiia|Amorphiia_system|Not in SWGalaxyMap|NULL|NULL|L16|Eidoloni_sector|Mid_Rim|0|1
Amorris|Amorris_system|NULL|4961.37|5314.46|O6|Quelii_sector|Outer_Rim_Territories|4|1
Ampliquen|Ampliquen_system|NULL|9509.96|4414.41|R7|Meridian_sector|Outer_Rim_Territories|4|1
Anantapar|Anantapar_system|NULL|-1314.11|-12967.7|K18|Yarith_sector|Outer_Rim_Territories|5|1
Anarak|Anarak_system|Not in SWGalaxyMap|NULL|NULL|R4|Wyl_sector|Outer_Rim_Territories|0|1
Ancathia|Ancathia_system|Not in SWGalaxyMap|NULL|NULL|K5|Albarrio_sector|Outer_Rim_Territories|0|1
Anchoron|Anchoron_system|Not in SWGalaxyMap|NULL|NULL|M18|Mayagil_sector|Outer_Rim_Territories|0|1
Andalia|Andalia_system|NULL|5019.46|692.11|O9|Hapes_Cluster|Inner_Rim|5|1
Andaran|Andaran_system|SWGalaxyMap puts the planet Ieria, which is in this system, at (1319.145, -5518.455).|1465.03|-4737|L13|NULL|Core_Worlds|3|1
Andasala|Andasala_system|SWGalaxyMap has two copies of this system. The other one is located at (7063.635, -12326.91).|7044.35|-12460.5|P18|Cor'ric_sector|Outer_Rim_Territories|3|1
Ando|Ando_system|NULL|7887.52|-8964.55|Q15|Lambda_sector|Mid_Rim|2|1
Andooweel|Andooweel_system|NULL|9557.92|-10178.9|R16|Arkanis_sector|Outer_Rim_Territories|4|1
Andosha|Andosha_system|NULL|7420.55|-8933.58|P15|Lambda_sector|Mid_Rim|3|1
Andron|Andron_system|NULL|9319.4|4200.45|R7|Antemeridian_sector|Outer_Rim_Territories|3|1
Andulia|Andulia_system|Not in SWGalaxyMap|NULL|NULL|P15|Doldur_sector|Mid_Rim|0|1
Anduvia|Anduvia_system|Not in SWGalaxyMap|-364.79|2603.15|K8|Immalia_sector|Expansion_Region|0|1
Anemcoro|Anemcoro_system|NULL|-52.73|6922.49|K5|Albarrio_sector|Outer_Rim_Territories|4|1
Anga|Anga_system|Not in SWGalaxyMap|NULL|NULL|Q8|Sarka_sector|Mid_Rim|0|1
Angeria|Angeria_system|Not in SWGalaxyMap|NULL|NULL|O8|Venaarian_sector|Mid_Rim|0|1
Angor|Angor_system|NULL|-285.14|8437.61|K4|Myto_sector|Outer_Rim_Territories|4|1
Angrallia|Angrallia_system|Not in SWGalaxyMap|NULL|NULL|K6|Fath_sector|Outer_Rim_Territories|0|1
Angratha|Angratha_system|NULL|726.57|-12032.8|L18|Senex_sector|Mid_Rim|5|1
Anic|Anic_system|Not in SWGalaxyMap|NULL|NULL|Q15|Xan_sector|Mid_Rim|0|1
Ank Ki'Shor|Ank_Ki'Shor_system|Not in SWGalaxyMap|11061.7|6434.93|S5|Indrexu_sector|Outer_Rim_Territories|0|1
Ank Kit'aar|Ank_Kit'aar_system|NULL|5211.99|-8847.81|O15|Druess_sector|Mid_Rim|3|1
Ankori|Ankori_system|Not in SWGalaxyMap|NULL|NULL|P10|Kossa_sector|Expansion_Region|0|1
Ankus|Ankus_system|NULL|-3924.11|4209.31|I7|NULL|Mid_Rim|2|1
Annaj|Annaj_system|NULL|-4947.63|-10469|H16|Moddell_sector|Outer_Rim_Territories|4|1
Annamar|Annamar_system|Not in SWGalaxyMap|NULL|NULL|L15|Bes_Ber_Bikade_sector|Expansion_Region|0|1
Annoo|Annoo_system|Not in SWGalaxyMap|11908.7|2155.29|S8|Tharin_sector|Outer_Rim_Territories|0|1
Anoat|Anoat_system|NULL|-1428.35|-12811.1|K18|Anoat_sector|Outer_Rim_Territories|4|1
Anobis|Anobis_system|NULL|262.32|3627.9|L7|Bright_Jewel_sector|Mid_Rim|3|1
Anorelga|Anorelga_system|NULL|-1246.93|10081.8|K3|Braxant_sector|Outer_Rim_Territories|4|1
Anoth|Anoth_system|NULL|-2605.34|-16467.2|J20|NULL|Wild_Space|2|1
Ansarra|Ansarra_system|Not in SWGalaxyMap|NULL|NULL|O16|Iskin_sector|Mid_Rim|0|1
Ansata|Ansata_system|Not in SWGalaxyMap|NULL|NULL|M11|NULL|Core_Worlds|0|1
Ansek|Ansek_system|Not in SWGalaxyMap|NULL|NULL|M17|Eidoloni_sector|Mid_Rim|0|1
Ansillivog|Ansillivog_system|Not in SWGalaxyMap|NULL|NULL|N15|Majoor_sector|Expansion_Region|0|1
Ansion|Ansion_system|NULL|-3099.74|4500.71|I6|Churnis_sector|Mid_Rim|2|1
Anstares|Anstares_system|NULL|232.64|-11907.6|L17|Juvex_sector|Mid_Rim|5|1
Antakaria|Antakaria_system|Not in SWGalaxyMap|NULL|NULL|R14|Bothan_sector|Mid_Rim|0|1
Antamont|Antamont_system|Not in SWGalaxyMap|NULL|NULL|R6|Meridian_sector|Outer_Rim_Territories|0|1
Antared|Antared_system|Not in SWGalaxyMap|NULL|NULL|Q4|Esstran_sector|Outer_Rim_Territories|0|1
Antares|Antares_system|Not in SWGalaxyMap|NULL|NULL|N12|NULL|Inner_Rim|0|1
Anteevy|Anteevy_system|NULL|6895.16|3958.47|P7|Esuain_sector|Mid_Rim|2|1
Antemeridian|Antemeridian_system|NULL|9661.38|4086.48|R7|Antemeridian_sector|Outer_Rim_Territories|3|1
Anthus|Anthus_system|Not in SWGalaxyMap|NULL|NULL|M17|Brema_sector|Outer_Rim_Territories|0|1
Antipose|Antipose_system|NULL|14056.5|2223.32|U8|Centrality_sector|Outer_Rim_Territories|4|1
Antiquity|Antiquity_system|NULL|494.33|-12161.8|L18|Senex_sector|Mid_Rim|5|1
Antmuel|Antmuel_system|Not in SWGalaxyMap|NULL|NULL|M3|Chopani_sector|Outer_Rim_Territories|0|1
Anto's Star|Anto's_Star_system|Not in SWGalaxyMap|NULL|NULL|K20|Saijo_sector|Outer_Rim_Territories|0|1
Antolus|Antolus_system|Not in SWGalaxyMap|NULL|NULL|Q8|Sarka_sector|Mid_Rim|0|1
Anturus|Anturus_system|NULL|540.7|-12065.6|L18|Senex_sector|Mid_Rim|5|1
Anx Minor|Anx_Minor_system|NULL|430.35|8118.06|L4|Raioballo_sector|Outer_Rim_Territories|4|4
Anzat|Anzat_system|NULL|10202.1|3123.8|R7|Bryx_sector|Mid_Rim|2|1
Apatros|Apatros_system|NULL|8445.36|-10275.9|Q16|Savareen_sector|Outer_Rim_Territories|4|1
Apgar|Apgar_system|Not in SWGalaxyMap|NULL|NULL|O13|Hilo_sector|Expansion_Region|0|1
Aphran|Aphran_system|NULL|-1468.95|2207.86|K8|NULL|Inner_Rim|4|1
Apiliria|Apiliria_system|Not in SWGalaxyMap|NULL|NULL|T5|NULL|Wild_Space|0|1
Aplooine|Aplooine_system|NULL|3504.19|-11073.3|N17|Grumani_sector|Outer_Rim_Territories|0|1
Apoka|Apoka_system|Not in SWGalaxyMap|NULL|NULL|R14|Dohlbani_sector|Mid_Rim|0|1
Aquella|Aquella_system|NULL|444.77|-11909.2|L17|Senex_sector|Mid_Rim|5|1
Aquilae|Aquilae_system|NULL|3227.93|-3919.34|N12|NULL|Colonies|3|1
Aquilaris Minor|Aquilaris_Minor_system|Not in SWGalaxyMap|2905.77|-11052.5|M17|Grumani_sector|Outer_Rim_Territories|0|1
Aquilaris|Aquilaris_system|Not in SWGalaxyMap|NULL|NULL|O17|Sanbra_sector|Outer_Rim_Territories|0|1
Arabanth|Arabanth_system|NULL|5254.75|813.29|O9|Hapes_Cluster|Inner_Rim|6|1
Aradia|Aradia_system|NULL|-1354.21|-525|K10|NULL|Core_Worlds|3|1
Arah|Arah_system|Not in SWGalaxyMap|NULL|NULL|J6|Dantus_sector|Outer_Rim_Territories|0|1
Aramal|Aramal_system|Not in SWGalaxyMap|-1653.03|2796.75|J8|Ryborean_sector|Expansion_Region|0|1
Aramand|Aramand_system|NULL|5667|-6883.02|O14|Brak_sector|Expansion_Region|4|1
Aramanoo|Aramanoo_system|Not in SWGalaxyMap|NULL|NULL|U10|Bheriz_sector|Outer_Rim_Territories|0|1
Arami|Arami_system|NULL|12550|-5750.03|T13|Galov_sector|Outer_Rim_Territories|2|1
Arapia|Arapia_system|Not in SWGalaxyMap|NULL|NULL|R18|Dalchon_sector|Outer_Rim_Territories|0|1
Arat Fraca|Arat_Fraca_system|NULL|2673.1|-3980.37|M12|Parfadi_sector|Colonies|3|1
Arbran|Arbran_system|NULL|4197.92|-11520.2|N17|Bon'nyuw-Luq_sector|Outer_Rim_Territories|2|1
Arbular|Arbular_system|Not in SWGalaxyMap|NULL|NULL|Q15|Lambda_sector|Mid_Rim|0|1
Arcan|Arcan_system|NULL|10515.9|5478|S6|Cronese_Mandate|Outer_Rim_Territories|4|1
Archae Teuthis|Archae_Teuthis_system|Not in SWGalaxyMap|NULL|NULL|O14|Brevost_sector|Expansion_Region|0|1
Archais|Archais_system|NULL|5223.64|779.64|O9|Hapes_Cluster|Inner_Rim|7|1
Archenar|Archenar_system|Not in SWGalaxyMap|NULL|NULL|R10|Kastolar_sector|Mid_Rim|0|1
Arcopola|Arcopola_system|Not in SWGalaxyMap|NULL|NULL|Q5|Spadja_sector|Outer_Rim_Territories|0|1
Arcura|Arcura_system|Not in SWGalaxyMap|NULL|NULL|L8|NULL|Inner_Rim|0|1
Arda|Arda_system|NULL|8346.51|5732.81|Q6|Gordian_Reach|Outer_Rim_Territories|3|1
Ardis|Ardis_system|Not in SWGalaxyMap|NULL|NULL|G3|NULL|Unknown_Regions|0|1
Ardos|Ardos_system|NULL|11551|-2334.91|S11|NULL|Hutt_Space|2|1
Ardroxia|Ardroxia_system|Not in SWGalaxyMap|NULL|NULL|R9|Halla_sector|Mid_Rim|0|1
Ardru|Ardru_system|Not in SWGalaxyMap|NULL|NULL|N13|Iseno_sector|Inner_Rim|0|1
Argai Minor|Argai_Minor_system|NULL|2114.58|787.44|M9|Haldeen_sector|Colonies|3|1
Argai|Argai_system|NULL|11671.1|5541.84|S6|Cronese_Mandate|Outer_Rim_Territories|4|1
Argavat|Argavat_system|Not in SWGalaxyMap|NULL|NULL|J13|NULL|Colonies|0|1
Argazdiis|Argazdiis_system|NULL|3754.07|7873.88|N4|Kanz_sector|Outer_Rim_Territories|3|1
Argo|Argo_system|Not in SWGalaxyMap|NULL|NULL|N5|Tragan_Cluster|Outer_Rim_Territories|0|1
Argovia|Argovia_system|NULL|10575|-7163.39|S14|Endocray_sector|Mid_Rim|3|1
Argul|Argul_system|NULL|252.78|-11630|L17|D'Aelgoth_sector|Mid_Rim|4|1
Argus|Argus_system|NULL|7229.95|-9236.15|P16|Lambda_sector|Mid_Rim|3|1
Ariarch|Ariarch_system|Not in SWGalaxyMap|-2379.53|4595.6|J6|Ariarch_sector|Mid_Rim|0|1
Aridinia|Aridinia_system|Not in SWGalaxyMap|NULL|NULL|M13|NULL|Inner_Rim|0|1
Aridka|Aridka_system|Not in SWGalaxyMap|NULL|NULL|Q14|Hertae_sector|Mid_Rim|0|1
Aris Minor|Aris_Minor_system|NULL|5242.61|-12808|O18|Parmel_sector|Outer_Rim_Territories|3|1
Arkam|Arkam_system|NULL|2101.69|-7087.19|M14|NULL|Inner_Rim|4|1
Arkanis|Arkanis_system|NULL|9210.78|-10632.8|R17|Arkanis_sector|Outer_Rim_Territories|3|1
Arkinnea|Arkinnea_system|Not in SWGalaxyMap|NULL|NULL|P10|Axion_sector|Expansion_Region|0|1
Arkonne|Arkonne_system|Not in SWGalaxyMap|NULL|NULL|M19|Tarabba_sector|Outer_Rim_Territories|0|1
Arkuda|Arkuda_system|NULL|7627.48|5589.15|Q6|Gordian_Reach|Outer_Rim_Territories|4|1
Arleen|Arleen_system|NULL|13062.6|2305.34|T8|Centrality_sector|Outer_Rim_Territories|4|1
Armath|Armath_system|Not in SWGalaxyMap|NULL|NULL|N15|Mikaster_sector|Expansion_Region|0|1
Arorua|Arorua_system|Not in SWGalaxyMap|NULL|NULL|R5|Sertar_sector|Outer_Rim_Territories|0|1
Arporatal-Lanin|Arporatal-Lanin_system|NULL|-27.54|-12166.5|K18|Juvex_sector|Mid_Rim|5|1
Arquata Station|Arquata_Station_system|Not in SWGalaxyMap|NULL|NULL|L15|Bes_Ber_Bikade_sector|Expansion_Region|0|1
Arramanx|Arramanx_system|Not in SWGalaxyMap|11140.6|5065.46|S6|Cronese_Mandate|Outer_Rim_Territories|0|1
Arrgaw|Arrgaw_system|NULL|3329.95|-9085.79|N16|Kira_sector|Expansion_Region|3|1
Arrochar|Arrochar_system|Not in SWGalaxyMap|NULL|NULL|S8|NULL|Hutt_Space|0|1
Arsteni|Arsteni_system|Not in SWGalaxyMap|NULL|NULL|L8|NULL|Colonies|0|1
Artesia|Artesia_system|NULL|7020.27|-2464.6|P11|Hangshan_sector|Expansion_Region|3|1
Arthon|Arthon_system|Not in SWGalaxyMap|NULL|NULL|L6|Ottega_sector|Mid_Rim|0|1
Artorias|Artorias_system|NULL|-194.36|9171.69|K3|Myto_sector|Outer_Rim_Territories|4|1
